origin_id,destinatio,entry_cost,network_co,exit_cost,total_cost
San Luis del Palmar,Capital,10274.9393743,47361.1648327,3607.4880025,61243.5922095
San Luis del Palmar,Bella Vista,10274.9393743,175546.1351149,8490.0211710,194311.0956601
San Luis del Palmar,Departartamento Beron de Astrada,10274.9393743,147446.5893627,9442.8438650,167164.3726020
San Luis del Palmar,Concepcion,10274.9393743,135367.2591555,9553.1054012,155195.3039310
San Luis del Palmar,Curuzu Cuatia,10274.9393743,412930.3909297,13134.4821343,436339.8124383
San Luis del Palmar,Empedrado,10274.9393743,66982.8705701,5189.5280649,82447.3380092
San Luis del Palmar,Esquina,10274.9393743,477224.8012145,4122.7988759,491622.5394646
San Luis del Palmar,Departamento General Alvear,10274.9393743,477224.8012145,4122.7988759,491622.5394646
San Luis del Palmar,Departamento General Paz,10274.9393743,114079.0082415,6265.1766681,130619.1242838
San Luis del Palmar,Goya,10274.9393743,247645.9302088,1494.5167008,259415.3862839
San Luis del Palmar,Itati,10274.9393743,62637.7153716,4826.3952866,77739.0500325
San Luis del Palmar,Ituzaingo,10274.9393743,62637.7153716,4826.3952866,77739.0500325
San Luis del Palmar,Lavalle,10274.9393743,230476.0997534,9643.6855100,250394.7246377
San Luis del Palmar,Mburucuya,10274.9393743,100994.9366252,16494.6364186,127764.5124180
San Luis del Palmar,Mercedes,10274.9393743,345724.9130532,4359.9544151,360359.8068426
San Luis del Palmar,Monte Caseros,10274.9393743,456340.2919451,9357.5312068,475972.7625261
San Luis del Palmar,Paso de los Libres,10274.9393743,456340.2919451,9357.5312068,475972.7625261
San Luis del Palmar,Saladas,10274.9393743,119875.7067093,2152.9294029,132303.5754865
San Luis del Palmar,San Cosme,10274.9393743,32479.2520954,5927.5364229,48681.7278925
San Luis del Palmar,San Luis del Palmar,10274.9393743,0.0000000,5927.5364229,48681.7278925
San Luis del Palmar,Departamento San Martin,10274.9393743,0.0000000,5927.5364229,48681.7278925
San Luis del Palmar,Departamento San Miguel,10274.9393743,127377.1098920,11536.2405531,149188.2898193
San Luis del Palmar,San Roque,10274.9393743,188126.0012298,1050.3210138,199451.2616178
San Luis del Palmar,Santo Tome,10274.9393743,188126.0012298,1050.3210138,199451.2616178
San Luis del Palmar,Sauce,10274.9393743,383135.2259832,3541.5156726,396951.6810300
Departamento San Martin,Capital,10274.9393743,383135.2259832,3541.5156726,396951.6810300
Departamento San Martin,Bella Vista,10274.9393743,383135.2259832,3541.5156726,396951.6810300
Departamento San Martin,Departartamento Beron de Astrada,10274.9393743,383135.2259832,3541.5156726,396951.6810300
Departamento San Martin,Concepcion,10274.9393743,383135.2259832,3541.5156726,396951.6810300
Departamento San Martin,Curuzu Cuatia,10274.9393743,383135.2259832,3541.5156726,396951.6810300
Departamento San Martin,Empedrado,10274.9393743,383135.2259832,3541.5156726,396951.6810300
Departamento San Martin,Esquina,10274.9393743,383135.2259832,3541.5156726,396951.6810300
Departamento San Martin,Departamento General Alvear,10274.9393743,383135.2259832,3541.5156726,396951.6810300
Departamento San Martin,Departamento General Paz,10274.9393743,383135.2259832,3541.5156726,396951.6810300
Departamento San Martin,Goya,10274.9393743,383135.2259832,3541.5156726,396951.6810300
Departamento San Martin,Itati,10274.9393743,383135.2259832,3541.5156726,396951.6810300
Departamento San Martin,Ituzaingo,5658.0386886,186845.8508587,24557.9510498,217061.8405972
Departamento San Martin,Lavalle,5658.0386886,186845.8508587,24557.9510498,217061.8405972
Departamento San Martin,Mburucuya,5658.0386886,186845.8508587,24557.9510498,217061.8405972
Departamento San Martin,Mercedes,5658.0386886,186845.8508587,24557.9510498,217061.8405972
Departamento San Martin,Monte Caseros,5658.0386886,186845.8508587,24557.9510498,217061.8405972
Departamento San Martin,Paso de los Libres,5658.0386886,80030.3493426,1398.6220608,87087.0100920
Departamento San Martin,Saladas,5658.0386886,80030.3493426,1398.6220608,87087.0100920
Departamento San Martin,San Cosme,5658.0386886,80030.3493426,1398.6220608,87087.0100920
Departamento San Martin,San Luis del Palmar,5658.0386886,80030.3493426,1398.6220608,87087.0100920
Departamento San Martin,Departamento San Martin,5658.0386886,0.0000000,1398.6220608,87087.0100920
Departamento San Martin,Departamento San Miguel,5658.0386886,0.0000000,1398.6220608,87087.0100920
Departamento San Martin,San Roque,5658.0386886,0.0000000,1398.6220608,87087.0100920
Departamento San Martin,Santo Tome,5658.0386886,235215.8184622,5968.9673074,246842.8244582
Departamento San Martin,Sauce,5658.0386886,235215.8184622,5968.9673074,246842.8244582
Departamento San Miguel,Capital,11536.2405531,166796.6702386,3607.4880025,181940.3987941
Departamento San Miguel,Bella Vista,11536.2405531,193108.3667372,8490.0211710,213134.6284613
Departamento San Miguel,Departartamento Beron de Astrada,11536.2405531,46665.6827718,9442.8438650,67644.7671899
Departamento San Miguel,Concepcion,11536.2405531,123663.0157019,9553.1054012,144752.3616562
Departamento San Miguel,Curuzu Cuatia,11536.2405531,430492.6225521,13134.4821343,455163.3452394
Departamento San Miguel,Empedrado,11536.2405531,151586.5222525,5189.5280649,168312.2908705
Departamento San Miguel,Esquina,11536.2405531,494787.0328368,4122.7988759,510446.0722657
Departamento San Miguel,Departamento General Alvear,11536.2405531,494787.0328368,4122.7988759,510446.0722657
Departamento San Miguel,Departamento General Paz,11536.2405531,13298.1016505,6265.1766681,31099.5188717
Departamento San Miguel,Goya,11536.2405531,265208.1618311,1494.5167008,278238.9190850
Departamento San Miguel,Itati,11536.2405531,190014.8252637,4826.3952866,206377.4611033
Departamento San Miguel,Ituzaingo,11536.2405531,190014.8252637,4826.3952866,206377.4611033
Departamento San Miguel,Lavalle,11536.2405531,248038.3313757,9643.6855100,269218.2574388
Departamento San Miguel,Mburucuya,11536.2405531,72156.2246003,16494.6364186,100187.1015720
Departamento San Miguel,Mercedes,11536.2405531,363287.1446755,4359.9544151,379183.3396437
Departamento San Miguel,Monte Caseros,11536.2405531,473902.5235674,9357.5312068,494796.2953273
Departamento San Miguel,Paso de los Libres,11536.2405531,473902.5235674,9357.5312068,494796.2953273
Departamento San Miguel,Saladas,11536.2405531,137437.9383316,2152.9294029,151127.1082876
Departamento San Miguel,San Cosme,11536.2405531,159856.3619874,5927.5364229,177320.1389633
Departamento San Miguel,San Luis del Palmar,11536.2405531,127377.1098920,10274.9393743,149188.2898193
Departamento San Miguel,Departamento San Martin,11536.2405531,127377.1098920,10274.9393743,149188.2898193
Departamento San Miguel,Departamento San Miguel,11536.2405531,0.0000000,10274.9393743,149188.2898193
Departamento San Miguel,San Roque,11536.2405531,205688.2328521,1050.3210138,218274.7944189
Departamento San Miguel,Santo Tome,11536.2405531,205688.2328521,1050.3210138,218274.7944189
Departamento San Miguel,Sauce,11536.2405531,400697.4576055,3541.5156726,415775.2138311
San Roque,Capital,1050.3210138,196900.9371404,3607.4880025,201558.7461566
San Roque,Bella Vista,1050.3210138,46105.8232720,8490.0211710,55646.1654568
San Roque,Departartamento Beron de Astrada,1050.3210138,225757.7123228,9442.8438650,236250.8772016
San Roque,Concepcion,1050.3210138,164551.3578427,9553.1054012,175154.7842577
San Roque,Curuzu Cuatia,1050.3210138,224804.3896999,13134.4821343,238989.1928480
San Roque,Empedrado,1050.3210138,163208.3893174,5189.5280649,169448.2383960
San Roque,Esquina,1050.3210138,289098.7999847,4122.7988759,294271.9198743
San Roque,Departamento General Alvear,1050.3210138,289098.7999847,4122.7988759,294271.9198743
San Roque,Departamento General Paz,1050.3210138,192390.1312016,6265.1766681,199705.6288834
San Roque,Goya,1050.3210138,118205.6183660,1494.5167008,120750.4560805
San Roque,Itati,1050.3210138,241238.0255891,4826.3952866,247114.7418894
San Roque,Ituzaingo,1050.3210138,241238.0255891,4826.3952866,247114.7418894
San Roque,Lavalle,1050.3210138,101035.7879106,9643.6855100,111729.7944344
San Roque,Mburucuya,1050.3210138,133532.0082518,16494.6364186,151076.9656842
San Roque,Mercedes,1050.3210138,157598.9118234,4359.9544151,163009.1872523
San Roque,Monte Caseros,1050.3210138,268214.2907153,9357.5312068,278622.1429358
San Roque,Paso de los Libres,1050.3210138,268214.2907153,9357.5312068,278622.1429358
San Roque,Saladas,1050.3210138,68250.2945205,2152.9294029,71453.5449372
San Roque,San Cosme,1050.3210138,211079.5623128,5927.5364229,218057.4197494
San Roque,San Luis del Palmar,1050.3210138,188126.0012298,10274.9393743,199451.2616178
San Roque,Departamento San Martin,1050.3210138,188126.0012298,10274.9393743,199451.2616178
San Roque,Departamento San Miguel,1050.3210138,205688.2328521,11536.2405531,218274.7944189
San Roque,San Roque,1050.3210138,0.0000000,11536.2405531,218274.7944189
San Roque,Santo Tome,1050.3210138,0.0000000,11536.2405531,218274.7944189
San Roque,Sauce,1050.3210138,195009.2247534,3541.5156726,199601.0614397
Santo Tome,Capital,1050.3210138,195009.2247534,3541.5156726,199601.0614397
Santo Tome,Bella Vista,1050.3210138,195009.2247534,3541.5156726,199601.0614397
Santo Tome,Departartamento Beron de Astrada,1050.3210138,195009.2247534,3541.5156726,199601.0614397
Santo Tome,Concepcion,1050.3210138,195009.2247534,3541.5156726,199601.0614397
Santo Tome,Curuzu Cuatia,1050.3210138,195009.2247534,3541.5156726,199601.0614397
Santo Tome,Empedrado,1050.3210138,195009.2247534,3541.5156726,199601.0614397
Santo Tome,Esquina,1050.3210138,195009.2247534,3541.5156726,199601.0614397
Santo Tome,Departamento General Alvear,5968.9673074,235215.8184622,8615.1463635,249799.9321330
Santo Tome,Departamento General Paz,5968.9673074,235215.8184622,8615.1463635,249799.9321330
Santo Tome,Goya,5968.9673074,235215.8184622,8615.1463635,249799.9321330
Santo Tome,Itati,5968.9673074,235215.8184622,8615.1463635,249799.9321330
Santo Tome,Ituzaingo,5968.9673074,145660.4827148,24557.9510498,176187.4010721
Santo Tome,Lavalle,5968.9673074,145660.4827148,24557.9510498,176187.4010721
Santo Tome,Mburucuya,5968.9673074,145660.4827148,24557.9510498,176187.4010721
Santo Tome,Mercedes,5968.9673074,145660.4827148,24557.9510498,176187.4010721
Santo Tome,Monte Caseros,5968.9673074,145660.4827148,24557.9510498,176187.4010721
Santo Tome,Paso de los Libres,5968.9673074,315246.1678048,1398.6220608,322613.7571730
Santo Tome,Saladas,5968.9673074,315246.1678048,1398.6220608,322613.7571730
Santo Tome,San Cosme,5968.9673074,315246.1678048,1398.6220608,322613.7571730
Santo Tome,San Luis del Palmar,5968.9673074,315246.1678048,1398.6220608,322613.7571730
Santo Tome,Departamento San Martin,5968.9673074,235215.8184622,5658.0386886,246842.8244582
Santo Tome,Departamento San Miguel,5968.9673074,235215.8184622,5658.0386886,246842.8244582
Santo Tome,San Roque,5968.9673074,235215.8184622,5658.0386886,246842.8244582
Santo Tome,Santo Tome,5968.9673074,0.0000000,5658.0386886,246842.8244582
Santo Tome,Sauce,5968.9673074,0.0000000,5658.0386886,246842.8244582
Sauce,Capital,3541.5156726,391910.1618937,3607.4880025,399059.1655688
Sauce,Bella Vista,3541.5156726,241115.0480254,8490.0211710,253146.5848690
Sauce,Departartamento Beron de Astrada,3541.5156726,420766.9370762,9442.8438650,433751.2966138
Sauce,Concepcion,3541.5156726,359560.5825961,9553.1054012,372655.2036699
Sauce,Curuzu Cuatia,3541.5156726,67881.7411798,13134.4821343,84557.7389866
Sauce,Empedrado,3541.5156726,358217.6140708,5189.5280649,366948.6578082
Sauce,Esquina,3541.5156726,94089.5752313,4122.7988759,101753.8897798
Sauce,Departamento General Alvear,3541.5156726,94089.5752313,4122.7988759,101753.8897798
Sauce,Departamento General Paz,3541.5156726,387399.3559549,6265.1766681,397206.0482956
Sauce,Goya,3541.5156726,313214.8431194,1494.5167008,318250.8754927
Sauce,Itati,3541.5156726,436247.2503424,4826.3952866,444615.1613016
Sauce,Ituzaingo,3541.5156726,436247.2503424,4826.3952866,444615.1613016
Sauce,Lavalle,3541.5156726,296045.0126639,9643.6855100,309230.2138465
Sauce,Mburucuya,3541.5156726,328541.2330052,16494.6364186,348577.3850964
Sauce,Mercedes,3541.5156726,156988.2236316,4359.9544151,164889.6937193
Sauce,Monte Caseros,3541.5156726,127581.4012955,9357.5312068,140480.4481749
Sauce,Paso de los Libres,3541.5156726,127581.4012955,9357.5312068,140480.4481749
Sauce,Saladas,3541.5156726,263259.5192739,2152.9294029,268953.9643494
Sauce,San Cosme,3541.5156726,406088.7870661,5927.5364229,415557.8391616
Sauce,San Luis del Palmar,3541.5156726,383135.2259832,10274.9393743,396951.6810300
Sauce,Departamento San Martin,3541.5156726,383135.2259832,10274.9393743,396951.6810300
Sauce,Departamento San Miguel,3541.5156726,400697.4576055,11536.2405531,415775.2138311
Sauce,San Roque,3541.5156726,195009.2247534,1050.3210138,199601.0614397
Sauce,Santo Tome,3541.5156726,195009.2247534,1050.3210138,199601.0614397
Sauce,Sauce,3541.5156726,0.0000000,1050.3210138,199601.0614397
